Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,USA
mens-floral-mesh-thong-1,The Picot Mesh Blossom Thong,Size,2XL,Color,Black,,,Z136-BK-2X,5
mens-floral-mesh-thong-1,The Picot Mesh Blossom Thong,Size,XL,Color,Black,,,Z136-BK-XL,5
mens-floral-mesh-thong-1,The Picot Mesh Blossom Thong,Size,L,Color,Black,,,Z136-BK-L,0
mens-floral-mesh-thong-1,The Picot Mesh Blossom Thong,Size,M,Color,Black,,,Z136-BK-M,0
mens-floral-mesh-thong-1,The Picot Mesh Blossom Thong,Size,S,Color,Black,,,Z136-BK-S,0
mens-mesh-floral-briefs,The Picot Mesh Blossom Brief,Size,2XL,Color,Black,,,Z135-BK-2X,16
mens-mesh-floral-briefs,The Picot Mesh Blossom Brief,Size,XL,Color,Black,,,Z135-BK-XL,13
mens-mesh-floral-briefs,The Picot Mesh Blossom Brief,Size,L,Color,Black,,,Z135-BK-L,4
mens-mesh-floral-briefs,The Picot Mesh Blossom Brief,Size,M,Color,Black,,,Z135-BK-M,0
mens-mesh-floral-briefs,The Picot Mesh Blossom Brief,Size,S,Color,Black,,,Z135-BK-S,0
the-lace-brief,The Lace Brief,Size,2XL,Color,Aqua,,,Z755-AA-2X,1
the-lace-brief,The Lace Brief,Size,XL,Color,Aqua,,,Z755-AA-XL,0
the-lace-brief,The Lace Brief,Size,L,Color,Aqua,,,Z755-AA-L,1
the-lace-brief,The Lace Brief,Size,M,Color,Aqua,,,Z755-AA-M,1
the-lace-brief,The Lace Brief,Size,S,Color,Aqua,,,Z755-AA-S,7
new-big-mesh-style,New Big Mesh Style,Size,L/XL,Color,Red,,,BW251-RD-L/XL,38
new-big-mesh-style,New Big Mesh Style,Size,L/XL,Color,Black,,,BW251-BK-L/XL,37
new-big-mesh-style,New Big Mesh Style,Size,S/M,Color,Red,,,BW251-RD-S/M,32
new-big-mesh-style,New Big Mesh Style,Size,S/M,Color,Black,,,BW251-BK-S/M,23
lace-top-hold-ups,Lace Top Hold Ups,Color,Red,Size,L/XL,,,X152-RD-XL,11
lace-top-hold-ups,Lace Top Hold Ups,Color,Red,Size,S/M,,,X152-RD-L,10
lace-top-hold-ups,Lace Top Hold Ups,Color,White,Size,L/XL,,,X152-WT-XL,11
lace-top-hold-ups,Lace Top Hold Ups,Color,White,Size,S/M,,,X152-WT-L,16
lace-top-hold-ups,Lace Top Hold Ups,Color,Black,Size,L/XL,,,X152-BK-XL,11
lace-top-hold-ups,Lace Top Hold Ups,Color,Black,Size,S/M,,,X152-BK-L,10
the-perfect-lace-brief,The Perfect Lace Brief,Color,Burgundy,Size,2XL,,,M201-BU-2X,2
the-perfect-lace-brief,The Perfect Lace Brief,Color,Navy,Size,2XL,,,M201-NV-2X,3
the-perfect-lace-brief,The Perfect Lace Brief,Color,Burgundy,Size,XL,,,M201-BU-XL,1
the-perfect-lace-brief,The Perfect Lace Brief,Color,Navy,Size,XL,,,M201-NV-XL,5
the-perfect-lace-brief,The Perfect Lace Brief,Color,Burgundy,Size,L,,,M201-BU-L,0
the-perfect-lace-brief,The Perfect Lace Brief,Color,Navy,Size,L,,,M201-NV-L,0
the-perfect-lace-brief,The Perfect Lace Brief,Color,Burgundy,Size,M,,,M201-BU-M,0
the-perfect-lace-brief,The Perfect Lace Brief,Color,Navy,Size,M,,,M201-NV-M,0
the-perfect-lace-brief,The Perfect Lace Brief,Color,Burgundy,Size,S,,,M201-BU-S,0
the-perfect-lace-brief,The Perfect Lace Brief,Color,Navy,Size,S,,,M201-NV-S,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Burgundy,Size,2XL,,,M200-BU-2X,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Burgundy,Size,XL,,,M200-BU-XL,1
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Burgundy,Size,L,,,M200-BU-L,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Burgundy,Size,M,,,M200-BU-M,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Burgundy,Size,S,,,M200-BU-S,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Navy,Size,2XL,,,M200-NV-2X,6
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Navy,Size,XL,,,M200-NV-XL,11
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Navy,Size,L,,,M200-NV-L,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Navy,Size,M,,,M200-NV-M,0
mens-perfect-lace-thong,The Perfect Lace Thong,Color,Navy,Size,S,,,M200-NV-S,0
mens-lacy-mesh-bra,The Picot Mesh Blossom Bra,Size,2XL,Color,Black,,,Z138-BK-2X,5
mens-lacy-mesh-bra,The Picot Mesh Blossom Bra,Size,XL,Color,Black,,,Z138-BK-XL,2
mens-lacy-mesh-bra,The Picot Mesh Blossom Bra,Size,L,Color,Black,,,Z138-BK-L,6
mens-lacy-mesh-bra,The Picot Mesh Blossom Bra,Size,M,Color,Black,,,Z138-BK-M,7
mens-lacy-mesh-bra,The Picot Mesh Blossom Bra,Size,S,Color,Black,,,Z138-BK-S,3
mens-floral-mesh-bra,The Cherry Blossom Bra,Size,2XL,Color,Periwinkle,,,Z137-PW-2X,4
mens-floral-mesh-bra,The Cherry Blossom Bra,Size,XL,Color,Periwinkle,,,Z137-PW-XL,1
mens-floral-mesh-bra,The Cherry Blossom Bra,Size,L,Color,Periwinkle,,,Z137-PW-L,10
mens-floral-mesh-bra,The Cherry Blossom Bra,Size,M,Color,Periwinkle,,,Z137-PW-M,4
mens-floral-mesh-bra,The Cherry Blossom Bra,Size,S,Color,Periwinkle,,,Z137-PW-S,2
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Purple,Size,2XL,,,Q040-PU-2X,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Purple,Size,XL,,,Q040-PU-XL,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Purple,Size,L,,,Q040-PU-L,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Purple,Size,M,,,Q040-PU-M,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Purple,Size,S,,,Q040-PU-S,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Brown,Size,2XL,,,Q040-BR-2X,3
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Brown,Size,XL,,,Q040-BR-XL,3
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Brown,Size,L,,,Q040-BR-L,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Brown,Size,M,,,Q040-BR-M,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Brown,Size,S,,,Q040-BR-S,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Black,Size,L,,,Q040-BK-L,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Black,Size,2XL,,,Q040-BK-2X,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Black,Size,XL,,,Q040-BK-XL,8
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Black,Size,M,,,Q040-BK-M,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Black,Size,S,,,Q040-BK-S,0
new-leopard-heel-shoes,Wild Leopard Pumps,Size,14,Color,Leopard,,,ZP650-LP-14,1
new-leopard-heel-shoes,Wild Leopard Pumps,Size,13,Color,Leopard,,,ZP650-LP-13,3
new-leopard-heel-shoes,Wild Leopard Pumps,Size,12,Color,Leopard,,,ZP650-LP-12,0
new-leopard-heel-shoes,Wild Leopard Pumps,Size,11,Color,Leopard,,,ZP650-LP-11,1
new-leopard-heel-shoes,Wild Leopard Pumps,Size,10,Color,Leopard,,,ZP650-LP-10,1
new-leopard-heel-shoes,Wild Leopard Pumps,Size,9,Color,Leopard,,,ZP650-LP-9,1
mens-mesh-floral-thong,The Cherry Blossom Thong,Size,2XL,Color,Periwinkle,,,H133-PW-2X,6
mens-mesh-floral-thong,The Cherry Blossom Thong,Size,XL,Color,Periwinkle,,,H133-PW-XL,19
mens-mesh-floral-thong,The Cherry Blossom Thong,Size,L,Color,Periwinkle,,,H133-PW-L,0
mens-mesh-floral-thong,The Cherry Blossom Thong,Size,M,Color,Periwinkle,,,H133-PW-M,0
mens-mesh-floral-thong,The Cherry Blossom Thong,Size,S,Color,Periwinkle,,,H133-PW-S,6
mens-floral-briefs,The Cherry Blossom Brief,Size,2XL,Color,Periwinkle,,,H132-PW-2X,4
mens-floral-briefs,The Cherry Blossom Brief,Size,XL,Color,Periwinkle,,,H132-PW-XL,13
mens-floral-briefs,The Cherry Blossom Brief,Size,L,Color,Periwinkle,,,H132-PW-L,0
mens-floral-briefs,The Cherry Blossom Brief,Size,M,Color,Periwinkle,,,H132-PW-M,0
mens-floral-briefs,The Cherry Blossom Brief,Size,S,Color,Periwinkle,,,H132-PW-S,0
mens-floral-mesh-thong,The Floral Mesh Thong,Size,2XL,Color,Black,,,H136-BK-2X,7
mens-floral-mesh-thong,The Floral Mesh Thong,Size,XL,Color,Black,,,H136-BK-XL,15
mens-floral-mesh-thong,The Floral Mesh Thong,Size,L,Color,Black,,,H136-BK-L,18
mens-floral-mesh-thong,The Floral Mesh Thong,Size,M,Color,Black,,,H136-BK-M,19
mens-floral-mesh-thong,The Floral Mesh Thong,Size,S,Color,Black,,,H136-BK-S,9
mens-floral-panties,The Floral Mesh Brief,Size,2XL,Color,Black,,,H135-BK-2X,1
mens-floral-panties,The Floral Mesh Brief,Size,XL,Color,Black,,,H135-BK-XL,12
mens-floral-panties,The Floral Mesh Brief,Size,L,Color,Black,,,H135-BK-L,18
mens-floral-panties,The Floral Mesh Brief,Size,M,Color,Black,,,H135-BK-M,18
mens-floral-panties,The Floral Mesh Brief,Size,S,Color,Black,,,H135-BK-S,19
nectar-dreamsicle-hammock-thong,Nectar Dreamsicle Hammock Thong,Size,Extra Large,Color,Aqua,,,L355-AQ-XL,7
the-lace-brazil-brief,The Lace Brazil Brief,Color,Cerise,Size,2XL,,,Z291-CE1-2X,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Cerise,Size,XL,,,Z291-CE1-XL,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Cerise,Size,L,,,Z291-CE1-L,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Cerise,Size,M,,,Z291-CE1-M,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Cerise,Size,S,,,Z291-CE1-S,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Purple,Size,2XL,,,Z291-PU1-2X,1
the-lace-brazil-brief,The Lace Brazil Brief,Color,Purple,Size,XL,,,Z291-PU1-XL,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Purple,Size,L,,,Z291-PU1-L,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Purple,Size,M,,,Z291-PU1-M,0
the-lace-brazil-brief,The Lace Brazil Brief,Color,Purple,Size,S,,,Z291-PU1-S,0
mens-floral-lace-thong,The Fall Blossom Thong,Size,XL,Color,Cerise,,,Z932-CE-XL,0
the-velvet-fishnet-bra,The Velvet & Fishnet Bra,Size,3XL,Color,Black,,,Z691-BK-3X,2
the-velvet-fishnet-bra,The Velvet & Fishnet Bra,Size,2XL,Color,Black,,,Z691-BK-2X,0
the-velvet-fishnet-bra,The Velvet & Fishnet Bra,Size,XL,Color,Black,,,Z691-BK-XL,0
the-velvet-fishnet-bra,The Velvet & Fishnet Bra,Size,L,Color,Black,,,Z691-BK-L,0
the-velvet-fishnet-bra,The Velvet & Fishnet Bra,Size,M,Color,Black,,,Z691-BK-M,5
the-velvet-fishnet-bra,The Velvet & Fishnet Bra,Size,S,Color,Black,,,Z691-BK-S,9
the-floral-lace-babydoll,The Adriana Babydoll Set,Size,S,Color,Black,,,Z854-BK-S,0
mens-colorful-thong,The Sexy 7 Layer Thong,Size,2XL,Color,7-layer,,,Z931-RB-2X,0
mens-colorful-thong,The Sexy 7 Layer Thong,Size,XL,Color,7-layer,,,Z931-RB-XL,6
mens-colorful-thong,The Sexy 7 Layer Thong,Size,L,Color,7-layer,,,Z931-RB-L,4
mens-colorful-thong,The Sexy 7 Layer Thong,Size,M,Color,7-layer,,,Z931-RB-M,8
mens-colorful-thong,The Sexy 7 Layer Thong,Size,S,Color,7-layer,,,Z931-RB-S,0
mens-sissy-thong-panties-1,The Pumpkin Pie Thong,Size,2XL,Color,Orange,,,Z930-OR-2X,7
mens-sissy-thong-panties-1,The Pumpkin Pie Thong,Size,XL,Color,Orange,,,Z930-OR-XL,2
mens-sissy-thong-panties-1,The Pumpkin Pie Thong,Size,L,Color,Orange,,,Z930-OR-L,1
mens-sissy-thong-panties-1,The Pumpkin Pie Thong,Size,M,Color,Orange,,,Z930-OR-M,1
mens-sissy-thong-panties-1,The Pumpkin Pie Thong,Size,S,Color,Orange,,,Z930-OR-S,4
rose-chiffon-boxer,English Rose Short,Size,2XL,Color,Turquoise,,,Z347-TQ-2X,3
rose-chiffon-boxer,English Rose Short,Size,XL,Color,Turquoise,,,Z347-TQ-XL,0
rose-chiffon-boxer,English Rose Short,Size,L,Color,Turquoise,,,Z347-TQ-L,4
rose-chiffon-boxer,English Rose Short,Size,M,Color,Turquoise,,,Z347-TQ-M,5
rose-chiffon-boxer,English Rose Short,Size,S,Color,Turquoise,,,Z347-TQ-S,2
the-chiffon-ruffle-boxer,The Pink Ruffle Short,Size,2XL,Color,Pink,,,Z346-PK-2X,0
the-chiffon-ruffle-boxer,The Pink Ruffle Short,Size,XL,Color,Pink,,,Z346-PK-XL,0
the-chiffon-ruffle-boxer,The Pink Ruffle Short,Size,L,Color,Pink,,,Z346-PK-L,0
the-chiffon-ruffle-boxer,The Pink Ruffle Short,Size,M,Color,Pink,,,Z346-PK-M,0
the-chiffon-ruffle-boxer,The Pink Ruffle Short,Size,S,Color,Pink,,,Z346-PK-S,0
the-swing-thong,The Swing Thong,Color,Plum,Size,2XL,,,H116-PL-2X,0
the-swing-thong,The Swing Thong,Color,Plum,Size,XL,,,H116-PL-XL,0
the-swing-thong,The Swing Thong,Color,Plum,Size,L,,,H116-PL-L,0
the-swing-thong,The Swing Thong,Color,Plum,Size,M,,,H116-PL-M,0
the-swing-thong,The Swing Thong,Color,Plum,Size,S,,,H116-PL-S,0
mens-ribbed-camisole,The Picot Ribbed Camisole,Color,Royal Blue,Size,2XL,,,Z433-RO-2X,14
mens-ribbed-camisole,The Picot Ribbed Camisole,Color,Royal Blue,Size,XL,,,Z433-RO-XL,13
mens-ribbed-camisole,The Picot Ribbed Camisole,Color,Royal Blue,Size,L,,,Z433-RO-L,14
mens-ribbed-camisole,The Picot Ribbed Camisole,Color,Royal Blue,Size,M,,,Z433-RO-M,15
mens-ribbed-camisole,The Picot Ribbed Camisole,Color,Royal Blue,Size,S,,,Z433-RO-S,7
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Copper,Size,2XL,,,Z363-CP-2X,8
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Copper,Size,XL,,,Z363-CP-XL,0
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Copper,Size,L,,,Z363-CP-L,5
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Copper,Size,M,,,Z363-CP-M,2
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Copper,Size,S,,,Z363-CP-S,13
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Denim,Size,2XL,,,Z363-DE-2X,0
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Denim,Size,XL,,,Z363-DE-XL,0
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Denim,Size,L,,,Z363-DE-L,0
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Denim,Size,M,,,Z363-DE-M,0
the-smooth-satin-and-lace-bra,Glimmer Satin & Lace Bra,Color,Denim,Size,S,,,Z363-DE-S,13
satin-tap-pants,Satin Tap Short,Color,Pink,Size,2XL,,,S645-PK-2X,2
satin-tap-pants,Satin Tap Short,Color,Black,Size,2XL,,,S645-BK-2X,0
the-satin-bow-stocking,The Satin Bow Stocking,Size,OS,Color,White,,,X556-WT-OS,0
normandy-lace-brief,The Valentina Panty,Color,Red,Size,2XL,,,Z286-RD-2X,12
normandy-lace-brief,The Valentina Panty,Color,Red,Size,XL,,,Z286-RD-XL,32
normandy-lace-brief,The Valentina Panty,Color,Red,Size,L,,,Z286-RD-L,0
normandy-lace-brief,The Valentina Panty,Color,Red,Size,M,,,Z286-RD-M,0
normandy-lace-brief,The Valentina Panty,Color,Red,Size,S,,,Z286-RD-S,4
normandy-lace-brief,The Valentina Panty,Color,Blue,Size,2XL,,,Z286-BL-2X,6
normandy-lace-brief,The Valentina Panty,Color,Blue,Size,XL,,,Z286-BL-XL,18
normandy-lace-brief,The Valentina Panty,Color,Blue,Size,L,,,Z286-BL-L,0
normandy-lace-brief,The Valentina Panty,Color,Blue,Size,M,,,Z286-BL-M,0
normandy-lace-brief,The Valentina Panty,Color,Blue,Size,S,,,Z286-BL-S,14
mens-crochet-lace-bra,The Valentina Bra,Color,Blue,Size,2XL,,,Z284-BL-2X,0
mens-crochet-lace-bra,The Valentina Bra,Color,Blue,Size,XL,,,Z284-BL-XL,6
mens-crochet-lace-bra,The Valentina Bra,Color,Blue,Size,L,,,Z284-BL-L,9
mens-crochet-lace-bra,The Valentina Bra,Color,Blue,Size,M,,,Z284-BL-M,29
mens-crochet-lace-bra,The Valentina Bra,Color,Blue,Size,S,,,Z284-BL-S,14
mens-crochet-lace-bra,The Valentina Bra,Color,Red,Size,2XL,,,Z284-RD-2X,0
mens-crochet-lace-bra,The Valentina Bra,Color,Red,Size,XL,,,Z284-RD-XL,4
mens-crochet-lace-bra,The Valentina Bra,Color,Red,Size,L,,,Z284-RD-L,12
mens-crochet-lace-bra,The Valentina Bra,Color,Red,Size,M,,,Z284-RD-M,29
mens-crochet-lace-bra,The Valentina Bra,Color,Red,Size,S,,,Z284-RD-S,16
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Denim,Size,2XL,,,Z361-DE-2X,1
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Denim,Size,S,,,Z361-DE-S,15
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Copper,Size,2XL,,,Z361-CP-2X,10
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Copper,Size,M,,,Z361-CP-M,10
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Copper,Size,S,,,Z361-CP-S,16
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Black,Size,2XL,,,Z361-BK-2X,1
the-smooth-satin-and-lace-panty,Satin n' Lace Bikini Panty,Color,Black,Size,S,,,Z361-BK-S,11
mens-striped-bodysuit,The Striped Ribbed Rayon Bodysuit for Men,Color,Nude,Size,2XL,,,R317-ND-2X,1
mens-striped-bodysuit,The Striped Ribbed Rayon Bodysuit for Men,Color,Nude,Size,XL,,,R317-ND-XL,12
mens-striped-bodysuit,The Striped Ribbed Rayon Bodysuit for Men,Color,Nude,Size,L,,,R317-ND-L,0
mens-striped-bodysuit,The Striped Ribbed Rayon Bodysuit for Men,Color,Nude,Size,M,,,R317-ND-M,6
mens-striped-bodysuit,The Striped Ribbed Rayon Bodysuit for Men,Color,Nude,Size,S,,,R317-ND-S,1
satin-tap-pants,Satin Tap Short,Color,Denim,Size,2XL,,,S645-DE-2X,0
satin-tap-pants,Satin Tap Short,Color,Denim,Size,XL,,,S645-DE-XL,0
satin-tap-pants,Satin Tap Short,Color,Denim,Size,L,,,S645-DE-L,0
satin-tap-pants,Satin Tap Short,Color,Denim,Size,M,,,S645-DE-M,0
satin-tap-pants,Satin Tap Short,Color,Denim,Size,S,,,S645-DE-S,0
satin-tap-pants,Satin Tap Short,Color,Copper,Size,2XL,,,S645-CP-2X,0
satin-tap-pants,Satin Tap Short,Color,Copper,Size,XL,,,S645-CP-XL,0
satin-tap-pants,Satin Tap Short,Color,Copper,Size,L,,,S645-CP-L,0
satin-tap-pants,Satin Tap Short,Color,Copper,Size,M,,,S645-CP-M,0
satin-tap-pants,Satin Tap Short,Color,Copper,Size,S,,,S645-CP-S,0
mens-satin-and-lace-panties,Satin Glimmer Panty,Color,Copper,Size,S,,,K224-CP-S,0
mens-satin-and-lace-brief,Satin & Lace Panty,Size,M,Color,Copper,,,K222-CP-M,7
mens-satin-and-lace-brief,Satin & Lace Panty,Size,S,Color,Copper,,,K222-CP-S,6
mens-satin-and-lace-brief,Satin & Lace Panty,Size,S,Color,Pink,,,K222-PK-S,4
full-tulle-petticoat,Full Tulle Petticoat,Size,OS,Color,White,,,X8990-WT-OS,1
soft-all-in-one-bodysuit,Soft All-In-One,Color,Brown,Size,2XL,,,Q038-BR-2X,1
soft-all-in-one-bodysuit,Soft All-In-One,Color,Brown,Size,XL,,,Q038-BR-XL,17
soft-all-in-one-bodysuit,Soft All-In-One,Color,Brown,Size,L,,,Q038-BR-L,8
soft-all-in-one-bodysuit,Soft All-In-One,Color,Brown,Size,M,,,Q038-BR-M,11
soft-all-in-one-bodysuit,Soft All-In-One,Color,Brown,Size,S,,,Q038-BR-S,0
soft-all-in-one-bodysuit,Soft All-In-One,Color,Orange,Size,S,,,Q038-OR-S,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,Black,Size,3XL,,,Z703-BK-3X,4
the-satin-tricot-brief,The Satin Tricot Brief,Color,Black,Size,2XL,,,Z703-BK-2X,3
the-satin-tricot-brief,The Satin Tricot Brief,Color,Black,Size,XL,,,Z703-BK-XL,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,Black,Size,L,,,Z703-BK-L,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,Pink,Size,3XL,,,Z703-PK-3X,1
the-satin-tricot-brief,The Satin Tricot Brief,Color,Pink,Size,2XL,,,Z703-PK-2X,1
the-satin-tricot-brief,The Satin Tricot Brief,Color,Pink,Size,XL,,,Z703-PK-XL,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,Pink,Size,L,,,Z703-PK-L,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,White,Size,3XL,,,Z703-WT-3X,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,White,Size,2XL,,,Z703-WT-2X,7
the-satin-tricot-brief,The Satin Tricot Brief,Color,White,Size,XL,,,Z703-WT-XL,12
the-satin-tricot-brief,The Satin Tricot Brief,Color,White,Size,L,,,Z703-WT-L,12
the-ripstop-frilly-thong,The Ripstop Frilly Thong,Color,Navy,Size,2XL,,,T049-NV-2X,0
the-ripstop-frilly-thong,The Ripstop Frilly Thong,Color,Navy,Size,XL,,,T049-NV-XL,0
the-ripstop-frilly-thong,The Ripstop Frilly Thong,Color,Navy,Size,L,,,T049-NV-L,8
the-ripstop-frilly-thong,The Ripstop Frilly Thong,Color,Navy,Size,M,,,T049-NV-M,9
the-ripstop-frilly-thong,The Ripstop Frilly Thong,Color,Navy,Size,S,,,T049-NV-S,1
satin-thong-for-men,The Greek God Thong,Color,Copper,Size,2XL,,,K205-CP-2X,0
satin-thong-for-men,The Greek God Thong,Color,Copper,Size,XL,,,K205-CP-XL,0
satin-thong-for-men,The Greek God Thong,Color,Copper,Size,L,,,K205-CP-L,0
satin-thong-for-men,The Greek God Thong,Color,Copper,Size,M,,,K205-CP-M,0
satin-thong-for-men,The Greek God Thong,Color,Copper,Size,S,,,K205-CP-S,0
satin-thong-for-men,The Greek God Thong,Color,Denim,Size,2XL,,,K205-DE-2X,0
satin-thong-for-men,The Greek God Thong,Color,Denim,Size,XL,,,K205-DE-XL,0
satin-thong-for-men,The Greek God Thong,Color,Denim,Size,L,,,K205-DE-L,0
satin-thong-for-men,The Greek God Thong,Color,Denim,Size,M,,,K205-DE-M,0
satin-thong-for-men,The Greek God Thong,Color,Denim,Size,S,,,K205-DE-S,0
mens-sissy-panties,The Rib Picot Panty,Size,XL,Color,White,,,Z092-WT-XL,13
mens-lace-bra,Funkadelic Bralette for Him,Size,L,Color,Orange,,,Z920-OR-L,1
the-velvet-trim-skirt,The Velvet & Fishnet Skirt,Size,3XL,Color,Black,,,Z690-BK-3X,10
the-velvet-trim-skirt,The Velvet & Fishnet Skirt,Size,2XL,Color,Black,,,Z690-BK-2X,0
the-velvet-trim-skirt,The Velvet & Fishnet Skirt,Size,XL,Color,Black,,,Z690-BK-XL,0
the-velvet-trim-skirt,The Velvet & Fishnet Skirt,Size,L,Color,Black,,,Z690-BK-L,0
the-velvet-trim-skirt,The Velvet & Fishnet Skirt,Size,M,Color,Black,,,Z690-BK-M,0
the-velvet-trim-skirt,The Velvet & Fishnet Skirt,Size,S,Color,Black,,,Z690-BK-S,0
mens-sissy-thong-panties,The Rib Picot Thong,Size,2XL,Color,White,,,Z093-WT-2X,11
mens-sissy-thong-panties,The Rib Picot Thong,Size,XL,Color,White,,,Z093-WT-XL,25
mens-sissy-thong-panties,The Rib Picot Thong,Size,L,Color,White,,,Z093-WT-L,2
mens-sissy-thong-panties,The Rib Picot Thong,Size,M,Color,White,,,Z093-WT-M,0
mens-sissy-thong-panties,The Rib Picot Thong,Size,S,Color,White,,,Z093-WT-S,2
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Pink,Size,2XL,,,Z360-PK-2X,10
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Pink,Size,XL,,,Z360-PK-XL,7
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Pink,Size,L,,,Z360-PK-L,2
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Pink,Size,M,,,Z360-PK-M,5
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Pink,Size,S,,,Z360-PK-S,15
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Black,Size,2XL,,,Z360-BK-2X,5
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Black,Size,XL,,,Z360-BK-XL,13
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Black,Size,L,,,Z360-BK-L,0
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Black,Size,M,,,Z360-BK-M,4
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Black,Size,S,,,Z360-BK-S,8
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Denim,Size,2XL,,,Z360-DE-2X,15
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Denim,Size,XL,,,Z360-DE-XL,16
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Denim,Size,L,,,Z360-DE-L,13
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Denim,Size,M,,,Z360-DE-M,19
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Denim,Size,S,,,Z360-DE-S,9
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Copper,Size,2XL,,,Z360-CP-2X,15
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Copper,Size,XL,,,Z360-CP-XL,26
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Copper,Size,L,,,Z360-CP-L,12
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Copper,Size,M,,,Z360-CP-M,21
mens-satin-and-lace-garter,Glimmer Satin & Lace Garter,Color,Copper,Size,S,,,Z360-CP-S,13
